alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   10.200     0.000   1.280156   0.046070   0.011031   0.057102   0.000000  -0.000000  -0.450499  -0.000000  -0.000000  141.0000     0.7036
   10.300     0.000   1.284533   0.046472   0.011139   0.057611   0.000000  -0.000000  -0.450982  -0.000000  -0.000000  141.0000     0.7015
   10.400     0.000   1.287814   0.046772   0.011267   0.058039   0.000000  -0.000000  -0.450922  -0.000000  -0.000000  141.0000     0.6990
   10.500     0.000   1.292217   0.047072   0.011370   0.058442   0.000000  -0.000000  -0.451021  -0.000000  -0.000000  141.0000     0.6964
   10.600     0.000   1.296934   0.047411   0.011467   0.058878   0.000000   0.000000  -0.451271  -0.000000  -0.000000  141.0000     0.6939
   10.700     0.000   1.300076   0.047683   0.011587   0.059270   0.000000   0.000000  -0.450763  -0.000000  -0.000000  141.0000     0.6910
   10.800     0.000   1.304400   0.048004   0.011709   0.059713   0.000000  -0.000000  -0.451117  -0.000000  -0.000000  141.0000     0.6888
   10.900     0.000   1.309573   0.048346   0.011825   0.060171   0.000000  -0.000000  -0.451810   0.000000   0.000000  141.0000     0.6866
   11.000     0.000   1.314688   0.048706   0.011941   0.060646   0.000000  -0.000000  -0.452537   0.000000   0.000000  141.0000     0.6846
   11.100     0.000   1.320042   0.049107   0.012053   0.061160   0.000000   0.000000  -0.453339   0.000000   0.000000  141.0000     0.6826
   11.200     0.000   1.323542   0.049420   0.012187   0.061607   0.000000   0.000000  -0.453065  -0.000000  -0.000000  141.0000     0.6800
   11.300     0.000   1.327279   0.049738   0.012331   0.062070   0.000000   0.000000  -0.453092  -0.000000  -0.000000  141.0000     0.6777
   11.400     0.000   1.330923   0.050031   0.012493   0.062524   0.000000   0.000000  -0.453202  -0.000000  -0.000000  141.0000     0.6754
   11.500     0.000   1.333831   0.050317   0.012677   0.062994   0.000000  -0.000000  -0.453089  -0.000000  -0.000000  141.0000     0.6732
   11.600     0.000   1.338909   0.050684   0.012814   0.063498   0.000000   0.000000  -0.453793  -0.000000  -0.000000  141.0000     0.6713
   11.700     0.000   1.343264   0.051034   0.012964   0.063997   0.000000   0.000000  -0.454145  -0.000000  -0.000000  141.0000     0.6692
   11.800     0.000   1.346940   0.051359   0.013130   0.064489   0.000000  -0.000000  -0.454194  -0.000000  -0.000000  141.0000     0.6670
   11.900     0.000   1.351311   0.051731   0.013285   0.065016   0.000000  -0.000000  -0.454749  -0.000000  -0.000000  141.0000     0.6651
   12.000     0.000   1.356365   0.052081   0.013432   0.065513   0.000000  -0.000000  -0.455482   0.000000   0.000000  141.0000     0.6632
   12.100     0.000   1.361140   0.052448   0.013580   0.066028   0.000000  -0.000000  -0.456156  -0.000000  -0.000000  141.0000     0.6614
   12.200     0.000   1.364855   0.052754   0.013751   0.066506   0.000000  -0.000000  -0.456136   0.000000  -0.000000  141.0000     0.6591
   12.300     0.000   1.368320   0.053025   0.013934   0.066959   0.000000   0.000000  -0.456033  -0.000000  -0.000000  141.0000     0.6569
   12.400     0.000   1.371776   0.053312   0.014122   0.067434   0.000000  -0.000000  -0.456049  -0.000000  -0.000000  141.0000     0.6548
   12.500     0.000   1.374488   0.053569   0.014345   0.067913   0.000000  -0.000000  -0.455816   0.000000   0.000000  141.0000     0.6526
   12.600     0.000   1.377351   0.053833   0.014577   0.068410   0.000000  -0.000000  -0.455711   0.000000  -0.000000  141.0000     0.6506
   12.700     0.000   1.381886   0.054166   0.014755   0.068920   0.000000  -0.000000  -0.456220  -0.000000  -0.000000  141.0000     0.6487
   12.800     0.000   1.385126   0.054480   0.014968   0.069447   0.000000  -0.000000  -0.456168  -0.000000  -0.000000  141.0000     0.6466
   12.900     0.000   1.389182   0.054784   0.015172   0.069956   0.000000  -0.000000  -0.456502  -0.000000  -0.000000  141.0000     0.6447
   13.000     0.000   1.393634   0.055142   0.015363   0.070506   0.000000  -0.000000  -0.457088   0.000000   0.000000  141.0000     0.6430
   13.100     0.000   1.397942   0.055497   0.015567   0.071063   0.000000   0.000000  -0.457676   0.000000   0.000000  141.0000     0.6413
   13.200     0.000   1.402693   0.055855   0.015754   0.071609   0.000000  -0.000000  -0.458370   0.000000   0.000000  141.0000     0.6396
   13.300     0.000   1.405114   0.056079   0.016009   0.072087   0.000000  -0.000000  -0.457933  -0.000000  -0.000000  141.0000     0.6375
   13.400     0.000   1.409323   0.056377   0.016224   0.072601   0.000000  -0.000000  -0.458313   0.000000  -0.000000  141.0000     0.6356
   13.500     0.000   1.413307   0.056694   0.016443   0.073137   0.000000  -0.000000  -0.458604  -0.000000  -0.000000  141.0000     0.6338
   13.600     0.000   1.415852   0.056982   0.016728   0.073711   0.000000  -0.000000  -0.458460  -0.000000  -0.000000  141.0000     0.6319
   13.700     0.000   1.417739   0.057206   0.017056   0.074262   0.000000  -0.000000  -0.458091  -0.000000  -0.000000  141.0000     0.6300
   13.800     0.000   1.420767   0.057448   0.017349   0.074797   0.000000  -0.000000  -0.458122  -0.000000  -0.000000  141.0000     0.6282
   13.900     0.000   1.425341   0.057798   0.017573   0.075371   0.000000  -0.000000  -0.458781  -0.000000  -0.000000  141.0000     0.6266
   14.000     0.000   1.429013   0.058137   0.017828   0.075965   0.000000  -0.000000  -0.459055  -0.000000  -0.000000  141.0000     0.6249
   14.100     0.000   1.431844   0.058410   0.018132   0.076542   0.000000  -0.000000  -0.458978  -0.000000  -0.000000  141.0000     0.6230
   14.200     0.000   1.435555   0.058738   0.018404   0.077142   0.000000  -0.000000  -0.459481  -0.000000  -0.000000  141.0000     0.6216
   14.300     0.000   1.440155   0.059077   0.018640   0.077717   0.000000  -0.000000  -0.460196   0.000000   0.000000  141.0000     0.6200
   14.400     0.000   1.444079   0.059448   0.018890   0.078338   0.000000  -0.000000  -0.460762   0.000000   0.000000  141.0000     0.6186
   14.500     0.000   1.448129   0.059739   0.019155   0.078893   0.000000  -0.000000  -0.461177  -0.000000  -0.000000  141.0000     0.6169
   14.600     0.000   1.450083   0.059931   0.019502   0.079433   0.000000  -0.000000  -0.460542  -0.000000  -0.000000  141.0000     0.6149
   14.700     0.000   1.454047   0.060184   0.019767   0.079951   0.000000  -0.000000  -0.460918   0.000000   0.000000  141.0000     0.6132
   14.800     0.000   1.457850   0.060483   0.020045   0.080528   0.000000  -0.000000  -0.461351   0.000000   0.000000  141.0000     0.6116
   14.900     0.000   1.460384   0.060837   0.020396   0.081233   0.000000  -0.000000  -0.461474  -0.000000  -0.000000  141.0000     0.6102
   15.000     0.000   1.463403   0.061079   0.020738   0.081817   0.000000  -0.000000  -0.461628  -0.000000  -0.000000  141.0000     0.6086
   15.100     0.000   1.464575   0.061267   0.021193   0.082460   0.000000  -0.000000  -0.461210  -0.000000  -0.000000  141.0000     0.6069
   15.200     0.000   1.468673   0.061578   0.021483   0.083061   0.000000  -0.000000  -0.461767  -0.000000  -0.000000  141.0000     0.6055
   15.300     0.000   1.472384   0.061903   0.021793   0.083696   0.000000  -0.000000  -0.462188  -0.000000  -0.000000  141.0000     0.6040
   15.400     0.000   1.475299   0.062220   0.022145   0.084364   0.000000  -0.000000  -0.462325  -0.000000  -0.000000  141.0000     0.6025
   15.500     0.000   1.477757   0.062472   0.022541   0.085013   0.000000  -0.000000  -0.462454   0.000000  -0.000000  141.0000     0.6011
   15.600     0.000   1.481508   0.062773   0.022854   0.085628   0.000000  -0.000000  -0.463046   0.000000   0.000000  141.0000     0.5998
   15.700     0.000   1.485866   0.063084   0.023146   0.086230   0.000000   0.000000  -0.463755  -0.000000  -0.000000  141.0000     0.5984
   15.800     0.000   1.489667   0.063404   0.023461   0.086866   0.000000  -0.000000  -0.464213  -0.000000  -0.000000  141.0000     0.5970
   15.900     0.000   1.492764   0.063691   0.023815   0.087506   0.000000  -0.000000  -0.464339  -0.000000  -0.000000  141.0000     0.5955
   16.000     0.000   1.494637   0.063871   0.024243   0.088114   0.000000  -0.000000  -0.464017   0.000000   0.000000  141.0000     0.5938
   16.100     0.000   1.496447   0.064030   0.024694   0.088725   0.000000  -0.000000  -0.463756   0.000000   0.000000  141.0000     0.5922
   16.200     0.000   1.498388   0.064264   0.025156   0.089420   0.000000   0.000000  -0.463693  -0.000000  -0.000000  141.0000     0.5908
   16.300     0.000   1.501180   0.064526   0.025583   0.090110   0.000000   0.000000  -0.463950  -0.000000  -0.000000  141.0000     0.5895
   16.400     0.000   1.503259   0.064765   0.026072   0.090837   0.000000  -0.000000  -0.464055  -0.000000  -0.000000  141.0000     0.5882
   16.500     0.000   1.505675   0.065022   0.026506   0.091528   0.000000   0.000000  -0.464059  -0.000000  -0.000000  141.0000     0.5868
   16.600     0.000   1.508437   0.065266   0.026937   0.092203   0.000000  -0.000000  -0.464247  -0.000000  -0.000000  141.0000     0.5854
   16.700     0.000   1.512066   0.065572   0.027313   0.092885   0.000000  -0.000000  -0.464815  -0.000000  -0.000000  141.0000     0.5842
   16.800     0.000   1.516194   0.065922   0.027648   0.093569   0.000000  -0.000000  -0.465554  -0.000000  -0.000000  141.0000     0.5830
   16.900     0.000   1.519251   0.066242   0.028064   0.094306   0.000000   0.000000  -0.466075  -0.000000  -0.000000  141.0000     0.5819
   17.000     0.000   1.522552   0.066526   0.028451   0.094977   0.000000  -0.000000  -0.466633  -0.000000  -0.000000  141.0000     0.5808
   17.100     0.000   1.522963   0.066575   0.029051   0.095626   0.000000  -0.000000  -0.465677  -0.000000  -0.000000  141.0000     0.5790
   17.200     0.000   1.526945   0.066879   0.029397   0.096276   0.000000  -0.000000  -0.466358  -0.000000  -0.000000  141.0000     0.5778
   17.300     0.000   1.530727   0.067218   0.029748   0.096966   0.000000  -0.000000  -0.466983  -0.000000  -0.000000  141.0000     0.5766
   17.400     0.000   1.533600   0.067522   0.030183   0.097704   0.000000  -0.000000  -0.467305  -0.000000  -0.000000  141.0000     0.5754
   17.500     0.000   1.535769   0.067709   0.030680   0.098389   0.000000  -0.000000  -0.467442  -0.000000  -0.000000  141.0000     0.5742
   17.600     0.000   1.536179   0.067838   0.031336   0.099174   0.000000   0.000000  -0.466950  -0.000000  -0.000000  141.0000     0.5728
   17.700     0.000   1.538420   0.068056   0.031862   0.099918   0.000000  -0.000000  -0.467136  -0.000000  -0.000000  141.0000     0.5716
   17.800     0.000   1.539696   0.068244   0.032493   0.100736   0.000000   0.000000  -0.467143  -0.000000  -0.000000  141.0000     0.5706
   17.900     0.000   1.543617   0.068554   0.032886   0.101441   0.000000  -0.000000  -0.467867  -0.000000  -0.000000  141.0000     0.5695
   18.000     0.000   1.544115   0.068715   0.033566   0.102281   0.000000   0.000000  -0.467378  -0.000000  -0.000000  141.0000     0.5682
   18.100     0.000   1.547638   0.068997   0.034016   0.103012   0.000000  -0.000000  -0.468041  -0.000000  -0.000000  141.0000     0.5671
   18.200     0.000   1.551329   0.069320   0.034443   0.103764   0.000000  -0.000000  -0.468758  -0.000000  -0.000000  141.0000     0.5661
   18.300     0.000   1.554096   0.069621   0.034957   0.104578   0.000000  -0.000000  -0.469343  -0.000000  -0.000000  141.0000     0.5652
   18.400     0.000   1.557206   0.069881   0.035435   0.105316   0.000000  -0.000000  -0.469959  -0.000000  -0.000000  141.0000     0.5642
   18.500     0.000   1.558904   0.070053   0.036033   0.106087   0.000000   0.000000  -0.469783  -0.000000  -0.000000  141.0000     0.5630
   18.600     0.000   1.560710   0.070198   0.036637   0.106835   0.000000   0.000000  -0.469660  -0.000000  -0.000000  141.0000     0.5617
   18.700     0.000   1.564175   0.070470   0.037091   0.107562   0.000000  -0.000000  -0.470240  -0.000000  -0.000000  141.0000     0.5606
   18.800     0.000   1.566545   0.070708   0.037621   0.108329   0.000000   0.000000  -0.470416  -0.000000  -0.000000  141.0000     0.5595
   18.900     0.000   1.568671   0.070914   0.038186   0.109100   0.000000   0.000000  -0.470780  -0.000000  -0.000000  141.0000     0.5585
   19.000     0.000   1.568888   0.071062   0.038950   0.110012   0.000000  -0.000000  -0.470570  -0.000000  -0.000000  141.0000     0.5576
   19.100     0.000   1.571604   0.071283   0.039443   0.110726   0.000000  -0.000000  -0.470894  -0.000000  -0.000000  141.0000     0.5565
   19.200     0.000   1.573116   0.071486   0.040089   0.111575   0.000000   0.000000  -0.471021  -0.000000  -0.000000  141.0000     0.5555
   19.300     0.000   1.573887   0.071659   0.040865   0.112524   0.000000  -0.000000  -0.471145  -0.000000  -0.000000  141.0000     0.5547
   19.400     0.000   1.573409   0.071710   0.041711   0.113421   0.000000   0.000000  -0.470473  -0.000000  -0.000000  141.0000     0.5536
   19.500     0.000   1.576843   0.071984   0.042177   0.114160   0.000000  -0.000000  -0.471165  -0.000000  -0.000000  141.0000     0.5526
   19.600     0.000   1.579683   0.072259   0.042711   0.114971   0.000000  -0.000000  -0.471723  -0.000000  -0.000000  141.0000     0.5517
   19.700     0.000   1.583027   0.072566   0.043210   0.115776   0.000000  -0.000000  -0.472435  -0.000000  -0.000000  141.0000     0.5508
   19.800     0.000   1.584034   0.072699   0.043961   0.116660   0.000000   0.000000  -0.472768  -0.000000  -0.000000  141.0000     0.5502
   19.900     0.000   1.587341   0.072969   0.044478   0.117448   0.000000   0.000000  -0.473449  -0.000000  -0.000000  141.0000     0.5493
   20.000     0.000   1.585319   0.072847   0.045480   0.118327   0.000000   0.000000  -0.471987  -0.000000  -0.000000  141.0000     0.5479
   20.100     0.000   1.588213   0.073085   0.046005   0.119090   0.000000   0.000000  -0.472492  -0.000000  -0.000000  141.0000     0.5469
   20.200     0.000   1.590476   0.073369   0.046624   0.119993   0.000000   0.000000  -0.472963  -0.000000  -0.000000  141.0000     0.5461
   20.300     0.000   1.592185   0.073518   0.047314   0.120832   0.000000  -0.000000  -0.473322   0.000000   0.000000  141.0000     0.5453
   20.400     0.000   1.590757   0.073481   0.048369   0.121850   0.000000   0.000000  -0.472601  -0.000000  -0.000000  141.0000     0.5444
   20.500     0.000   1.592547   0.073615   0.049045   0.122660   0.000000   0.000000  -0.472676  -0.000000  -0.000000  141.0000     0.5434
   20.600     0.000   1.595419   0.073856   0.049635   0.123491   0.000000   0.000000  -0.473268  -0.000000  -0.000000  141.0000     0.5425
   20.700     0.000   1.598223   0.074138   0.050229   0.124367   0.000000   0.000000  -0.473898  -0.000000  -0.000000  141.0000     0.5417
   20.800     0.000   1.595414   0.074093   0.051526   0.125620   0.000000  -0.000000  -0.472997  -0.000000  -0.000000  141.0000     0.5411
   20.900     0.000   1.598239   0.074344   0.052147   0.126491   0.000000  -0.000000  -0.473724  -0.000000  -0.000000  141.0000     0.5404
   21.000     0.000   1.598289   0.074476   0.053128   0.127604   0.000000  -0.000000  -0.473846  -0.000000  -0.000000  141.0000     0.5399
   21.100     0.000   1.601174   0.074716   0.053726   0.128442   0.000000   0.000000  -0.474483  -0.000000  -0.000000  141.0000     0.5391
   21.200     0.000   1.603479   0.074946   0.054399   0.129346   0.000000   0.000000  -0.474968  -0.000000  -0.000000  141.0000     0.5383
   21.300     0.000   1.605937   0.075187   0.055056   0.130243   0.000000   0.000000  -0.475504  -0.000000  -0.000000  141.0000     0.5376
   21.400     0.000   1.602539   0.074877   0.056439   0.131315   0.000000   0.000000  -0.474151  -0.000000  -0.000000  141.0000     0.5368
   21.500     0.000   1.604050   0.075031   0.057268   0.132298   0.000000   0.000000  -0.474720  -0.000000  -0.000000  141.0000     0.5362
   21.600     0.000   1.606993   0.075289   0.057902   0.133190   0.000000   0.000000  -0.475472  -0.000000  -0.000000  141.0000     0.5355
   21.700     0.000   1.609172   0.075569   0.058616   0.134185   0.000000   0.000000  -0.476081  -0.000000  -0.000000  141.0000     0.5349
   21.800     0.000   1.610202   0.075758   0.059495   0.135253   0.000000   0.000000  -0.476429  -0.000000  -0.000000  141.0000     0.5344
   21.900     0.000   1.610434   0.075803   0.060463   0.136265   0.000000   0.000000  -0.476591   0.000000   0.000000  141.0000     0.5338
   22.000     0.000   1.611212   0.075865   0.061341   0.137206   0.000000  -0.000000  -0.476565  -0.000000  -0.000000  141.0000     0.5330
   22.100     0.000   1.613367   0.076037   0.062043   0.138079   0.000000  -0.000000  -0.476946  -0.000000  -0.000000  141.0000     0.5322
   22.200     0.000   1.614033   0.076148   0.062964   0.139111   0.000000   0.000000  -0.477002  -0.000000  -0.000000  141.0000     0.5316
   22.300     0.000   1.613267   0.076156   0.064108   0.140264   0.000000  -0.000000  -0.476716  -0.000000  -0.000000  141.0000     0.5310
   22.400     0.000   1.616006   0.076388   0.064797   0.141185   0.000000  -0.000000  -0.477496  -0.000000  -0.000000  141.0000     0.5304
   22.500     0.000   1.617309   0.076618   0.065673   0.142292   0.000000   0.000000  -0.478049  -0.000000  -0.000000  141.0000     0.5300
   22.600     0.000   1.619231   0.076816   0.066481   0.143296   0.000000  -0.000000  -0.478700  -0.000000  -0.000000  141.0000     0.5295
   22.700     0.000   1.619103   0.076938   0.067579   0.144517   0.000000  -0.000000  -0.478978  -0.000000  -0.000000  141.0000     0.5292


