   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   10.500     0.000   1.212174   0.047061   0.012349   0.059410   0.000000  -0.000000  -0.406920   0.000000   0.000000  141.0000     0.6764
   10.600     0.000   1.217416   0.047473   0.012468   0.059940   0.000000   0.000000  -0.407677  -0.000000  -0.000000  141.0000     0.6744
   10.700     0.000   1.222029   0.047889   0.012593   0.060482   0.000000  -0.000000  -0.408199  -0.000000  -0.000000  141.0000     0.6723
   10.800     0.000   1.226672   0.048292   0.012725   0.061016   0.000000  -0.000000  -0.408725  -0.000000  -0.000000  141.0000     0.6703
   10.900     0.000   1.231857   0.048725   0.012849   0.061573   0.000000   0.000000  -0.409494  -0.000000  -0.000000  141.0000     0.6684
   11.000     0.000   1.237035   0.049167   0.012975   0.062142   0.000000  -0.000000  -0.410269  -0.000000  -0.000000  141.0000     0.6665
   11.100     0.000   1.241496   0.049623   0.013118   0.062741   0.000000  -0.000000  -0.410794  -0.000000  -0.000000  141.0000     0.6645
   11.200     0.000   1.244665   0.049977   0.013309   0.063287   0.000000  -0.000000  -0.410770  -0.000000  -0.000000  141.0000     0.6624
   11.300     0.000   1.247511   0.050305   0.013509   0.063814   0.000000  -0.000000  -0.410604   0.000000   0.000000  141.0000     0.6602
   11.400     0.000   1.251528   0.050643   0.013682   0.064326   0.000000  -0.000000  -0.410883   0.000000  -0.000000  141.0000     0.6582
   11.500     0.000   1.254129   0.050922   0.013884   0.064806   0.000000  -0.000000  -0.410573   0.000000   0.000000  141.0000     0.6559
   11.600     0.000   1.258680   0.051277   0.014053   0.065330   0.000000  -0.000000  -0.411079   0.000000   0.000000  141.0000     0.6539
   11.700     0.000   1.263388   0.051680   0.014211   0.065891   0.000000  -0.000000  -0.411680   0.000000   0.000000  141.0000     0.6521
   11.800     0.000   1.268123   0.052054   0.014369   0.066423   0.000000  -0.000000  -0.412265   0.000000   0.000000  141.0000     0.6502
   11.900     0.000   1.271409   0.052390   0.014566   0.066957   0.000000  -0.000000  -0.412287   0.000000   0.000000  141.0000     0.6481
   12.000     0.000   1.276041   0.052746   0.014737   0.067483   0.000000  -0.000000  -0.412836   0.000000   0.000000  141.0000     0.6462
   12.100     0.000   1.280671   0.053136   0.014905   0.068041   0.000000  -0.000000  -0.413414   0.000000   0.000000  141.0000     0.6444
   12.200     0.000   1.285237   0.053529   0.015077   0.068606   0.000000  -0.000000  -0.413975   0.000000   0.000000  141.0000     0.6426
   12.300     0.000   1.287009   0.053870   0.015366   0.069237   0.000000  -0.000000  -0.413545   0.000000  -0.000000  141.0000     0.6406
   12.400     0.000   1.290336   0.054241   0.015604   0.069845   0.000000  -0.000000  -0.413694  -0.000000  -0.000000  141.0000     0.6388
   12.500     0.000   1.293115   0.054530   0.015861   0.070391   0.000000  -0.000000  -0.413587   0.000000   0.000000  141.0000     0.6368
   12.600     0.000   1.296907   0.054822   0.016078   0.070900   0.000000   0.000000  -0.413837   0.000000   0.000000  141.0000     0.6349
   12.700     0.000   1.299592   0.055120   0.016353   0.071473   0.000000   0.000000  -0.413724  -0.000000  -0.000000  141.0000     0.6330
   12.800     0.000   1.304253   0.055508   0.016557   0.072065   0.000000  -0.000000  -0.414384  -0.000000  -0.000000  141.0000     0.6313
   12.900     0.000   1.308949   0.055932   0.016756   0.072688   0.000000   0.000000  -0.415083  -0.000000  -0.000000  141.0000     0.6297
   13.000     0.000   1.311993   0.056309   0.017016   0.073326   0.000000  -0.000000  -0.415169  -0.000000  -0.000000  141.0000     0.6280
   13.100     0.000   1.316672   0.056693   0.017230   0.073924   0.000000   0.000000  -0.415853  -0.000000  -0.000000  141.0000     0.6264
   13.200     0.000   1.321312   0.057117   0.017441   0.074557   0.000000  -0.000000  -0.416551  -0.000000  -0.000000  141.0000     0.6248
   13.300     0.000   1.325891   0.057546   0.017655   0.075202   0.000000  -0.000000  -0.417234  -0.000000  -0.000000  141.0000     0.6233
   13.400     0.000   1.328814   0.057950   0.017952   0.075902   0.000000   0.000000  -0.417357  -0.000000  -0.000000  141.0000     0.6217
   13.500     0.000   1.331480   0.058289   0.018279   0.076568   0.000000  -0.000000  -0.417367  -0.000000  -0.000000  141.0000     0.6200
   13.600     0.000   1.333725   0.058607   0.018629   0.077236   0.000000  -0.000000  -0.417227  -0.000000  -0.000000  141.0000     0.6183
   13.700     0.000   1.336568   0.058882   0.018941   0.077823   0.000000  -0.000000  -0.417248  -0.000000  -0.000000  141.0000     0.6166
   13.800     0.000   1.338199   0.059077   0.019311   0.078387   0.000000  -0.000000  -0.416807   0.000000   0.000000  141.0000     0.6147
   13.900     0.000   1.342351   0.059429   0.019574   0.079004   0.000000   0.000000  -0.417348  -0.000000  -0.000000  141.0000     0.6132
   14.000     0.000   1.346383   0.059749   0.019827   0.079576   0.000000  -0.000000  -0.417799   0.000000   0.000000  141.0000     0.6116
   14.100     0.000   1.350528   0.060094   0.020082   0.080177   0.000000   0.000000  -0.418315   0.000000   0.000000  141.0000     0.6100
   14.200     0.000   1.352940   0.060440   0.020426   0.080867   0.000000  -0.000000  -0.418270  -0.000000  -0.000000  141.0000     0.6084
   14.300     0.000   1.357217   0.060822   0.020690   0.081512   0.000000  -0.000000  -0.418893  -0.000000  -0.000000  141.0000     0.6070
   14.400     0.000   1.361522   0.061232   0.020947   0.082179   0.000000  -0.000000  -0.419547  -0.000000  -0.000000  141.0000     0.6056
   14.500     0.000   1.365782   0.061649   0.021207   0.082856   0.000000   0.000000  -0.420196  -0.000000  -0.000000  141.0000     0.6042
   14.600     0.000   1.369969   0.062071   0.021471   0.083542   0.000000  -0.000000  -0.420829  -0.000000  -0.000000  141.0000     0.6029
   14.700     0.000   1.372700   0.062464   0.021830   0.084294   0.000000  -0.000000  -0.421004  -0.000000  -0.000000  141.0000     0.6015
   15.300     0.000   1.386826   0.064276   0.024204   0.088480   0.000000  -0.000000  -0.421076   0.000000   0.000000  141.0000     0.5927
   15.400     0.000   1.391353   0.064545   0.024518   0.089063   0.000000  -0.000000  -0.421822  -0.000000  -0.000000  141.0000     0.5914
   15.500     0.000   1.393481   0.064806   0.024966   0.089772   0.000000  -0.000000  -0.421802  -0.000000  -0.000000  141.0000     0.5900
   15.600     0.000   1.397773   0.065184   0.025277   0.090461   0.000000  -0.000000  -0.422526  -0.000000  -0.000000  141.0000     0.5887
   15.700     0.000   1.401877   0.065578   0.025590   0.091168   0.000000  -0.000000  -0.423179   0.000000   0.000000  141.0000     0.5874
   15.800     0.000   1.405963   0.065977   0.025907   0.091884   0.000000   0.000000  -0.423845  -0.000000  -0.000000  141.0000     0.5862
   15.900     0.000   1.409978   0.066393   0.026232   0.092625   0.000000  -0.000000  -0.424513  -0.000000  -0.000000  141.0000     0.5850
   16.000     0.000   1.412330   0.066785   0.026684   0.093470   0.000000  -0.000000  -0.424692  -0.000000  -0.000000  141.0000     0.5839
   16.100     0.000   1.413319   0.067048   0.027274   0.094322   0.000000  -0.000000  -0.424431  -0.000000  -0.000000  141.0000     0.5826
   16.200     0.000   1.414250   0.067107   0.027830   0.094937   0.000000  -0.000000  -0.423979   0.000000   0.000000  141.0000     0.5811
   16.300     0.000   1.415198   0.067315   0.028442   0.095757   0.000000  -0.000000  -0.423673   0.000000   0.000000  141.0000     0.5798
   16.400     0.000   1.419143   0.067674   0.028804   0.096477   0.000000   0.000000  -0.424325  -0.000000  -0.000000  141.0000     0.5786
   16.500     0.000   1.420429   0.067954   0.029373   0.097327   0.000000   0.000000  -0.424174  -0.000000  -0.000000  141.0000     0.5774
   16.600     0.000   1.423780   0.068197   0.029743   0.097939   0.000000  -0.000000  -0.424548   0.000000   0.000000  141.0000     0.5760
   16.700     0.000   1.427809   0.068565   0.030091   0.098656   0.000000  -0.000000  -0.425239  -0.000000  -0.000000  141.0000     0.5749
   16.800     0.000   1.431636   0.068975   0.030433   0.099408   0.000000  -0.000000  -0.425877  -0.000000  -0.000000  141.0000     0.5738
   16.900     0.000   1.432784   0.069233   0.030974   0.100207   0.000000  -0.000000  -0.425640  -0.000000  -0.000000  141.0000     0.5725
   17.000     0.000   1.436312   0.069590   0.031306   0.100896   0.000000   0.000000  -0.426127  -0.000000  -0.000000  141.0000     0.5713
   17.100     0.000   1.439958   0.069982   0.031650   0.101631   0.000000  -0.000000  -0.426696  -0.000000  -0.000000  141.0000     0.5701
   17.200     0.000   1.443663   0.070381   0.032011   0.102392   0.000000  -0.000000  -0.427317  -0.000000  -0.000000  141.0000     0.5690
   17.300     0.000   1.447189   0.070776   0.032386   0.103162   0.000000  -0.000000  -0.427886  -0.000000  -0.000000  141.0000     0.5679
   17.400     0.000   1.450548   0.071139   0.032785   0.103924   0.000000  -0.000000  -0.428395   0.000000   0.000000  141.0000     0.5668
   17.500     0.000   1.448726   0.071289   0.033697   0.104986   0.000000  -0.000000  -0.427461   0.000000   0.000000  141.0000     0.5658
   17.600     0.000   1.448804   0.071239   0.034413   0.105651   0.000000  -0.000000  -0.426879   0.000000   0.000000  141.0000     0.5644
   17.700     0.000   1.448874   0.071402   0.035150   0.106552   0.000000  -0.000000  -0.426444   0.000000   0.000000  141.0000     0.5633
   17.800     0.000   1.452508   0.071722   0.035552   0.107274   0.000000  -0.000000  -0.427045   0.000000   0.000000  141.0000     0.5622
   17.900     0.000   1.452263   0.071782   0.036312   0.108094   0.000000  -0.000000  -0.426461   0.000000   0.000000  141.0000     0.5610
   18.000     0.000   1.456207   0.072110   0.036721   0.108831   0.000000  -0.000000  -0.427201   0.000000   0.000000  141.0000     0.5600
   18.100     0.000   1.460092   0.072489   0.037120   0.109608   0.000000  -0.000000  -0.427941   0.000000   0.000000  141.0000     0.5590
   18.200     0.000   1.463953   0.072876   0.037524   0.110400   0.000000  -0.000000  -0.428692  -0.000000  -0.000000  141.0000     0.5580
   18.300     0.000   1.464794   0.073112   0.038224   0.111335   0.000000  -0.000000  -0.428578   0.000000  -0.000000  141.0000     0.5570
   18.400     0.000   1.468705   0.073474   0.038632   0.112106   0.000000  -0.000000  -0.429350   0.000000  -0.000000  141.0000     0.5561
   18.500     0.000   1.472436   0.073865   0.039034   0.112900   0.000000   0.000000  -0.430072   0.000000  -0.000000  141.0000     0.5551
   18.600     0.000   1.476218   0.074269   0.039452   0.113721   0.000000  -0.000000  -0.430846   0.000000  -0.000000  141.0000     0.5542
   18.700     0.000   1.479905   0.074667   0.039886   0.114553   0.000000  -0.000000  -0.431607  -0.000000  -0.000000  141.0000     0.5533
   18.800     0.000   1.483389   0.075060   0.040341   0.115401   0.000000  -0.000000  -0.432318  -0.000000  -0.000000  141.0000     0.5525
   18.900     0.000   1.486588   0.075432   0.040827   0.116259   0.000000  -0.000000  -0.432952  -0.000000  -0.000000  141.0000     0.5516
   19.000     0.000   1.483730   0.075245   0.041962   0.117207   0.000000  -0.000000  -0.431803  -0.000000  -0.000000  141.0000     0.5506
   19.100     0.000   1.483097   0.075432   0.042908   0.118339   0.000000  -0.000000  -0.431467  -0.000000  -0.000000  141.0000     0.5499
   19.200     0.000   1.481827   0.075422   0.043898   0.119320   0.000000   0.000000  -0.430824   0.000000   0.000000  141.0000     0.5490
   19.300     0.000   1.485433   0.075735   0.044385   0.120120   0.000000   0.000000  -0.431583   0.000000   0.000000  141.0000     0.5482
   19.400     0.000   1.488985   0.076111   0.044866   0.120977   0.000000  -0.000000  -0.432355   0.000000  -0.000000  141.0000     0.5474
   19.500     0.000   1.488893   0.076335   0.045756   0.122091   0.000000  -0.000000  -0.432169  -0.000000  -0.000000  141.0000     0.5467
   19.600     0.000   1.492732   0.076703   0.046224   0.122927   0.000000  -0.000000  -0.433033  -0.000000  -0.000000  141.0000     0.5458
   19.700     0.000   1.496433   0.077099   0.046693   0.123792   0.000000  -0.000000  -0.433863  -0.000000  -0.000000  141.0000     0.5451
   19.800     0.000   1.499896   0.077482   0.047173   0.124655   0.000000  -0.000000  -0.434612  -0.000000  -0.000000  141.0000     0.5442
   19.900     0.000   1.500011   0.077649   0.048043   0.125692   0.000000   0.000000  -0.434461  -0.000000  -0.000000  141.0000     0.5435
   20.000     0.000   1.503726   0.078001   0.048530   0.126531   0.000000  -0.000000  -0.435298  -0.000000  -0.000000  141.0000     0.5427
   20.100     0.000   1.507355   0.078395   0.049023   0.127418   0.000000  -0.000000  -0.436140  -0.000000  -0.000000  141.0000     0.5419
   20.200     0.000   1.510830   0.078786   0.049531   0.128316   0.000000  -0.000000  -0.436944   0.000000  -0.000000  141.0000     0.5412
   20.300     0.000   1.514121   0.079163   0.050060   0.129224   0.000000  -0.000000  -0.437702  -0.000000  -0.000000  141.0000     0.5405
   20.400     0.000   1.515200   0.079268   0.050831   0.130099   0.000000  -0.000000  -0.437798   0.000000  -0.000000  141.0000     0.5397
   20.500     0.000   1.517997   0.079596   0.051423   0.131019   0.000000  -0.000000  -0.438419   0.000000   0.000000  141.0000     0.5389
   20.600     0.000   1.515532   0.079464   0.052678   0.132142   0.000000  -0.000000  -0.437638   0.000000   0.000000  141.0000     0.5383
   20.700     0.000   1.513876   0.079576   0.053883   0.133459   0.000000  -0.000000  -0.437242   0.000000  -0.000000  141.0000     0.5379
   20.800     0.000   1.515889   0.079665   0.054562   0.134227   0.000000   0.000000  -0.437570   0.000000  -0.000000  141.0000     0.5370
   20.900     0.000   1.514778   0.079810   0.055714   0.135524   0.000000  -0.000000  -0.437325  -0.000000  -0.000000  141.0000     0.5366
   21.000     0.000   1.518111   0.080147   0.056286   0.136433   0.000000  -0.000000  -0.438148  -0.000000  -0.000000  141.0000     0.5359
   21.100     0.000   1.517130   0.080304   0.057416   0.137720   0.000000  -0.000000  -0.437939  -0.000000  -0.000000  141.0000     0.5355
   21.200     0.000   1.520755   0.080658   0.057959   0.138616   0.000000   0.000000  -0.438854  -0.000000  -0.000000  141.0000     0.5349
   21.300     0.000   1.524245   0.081043   0.058503   0.139546   0.000000  -0.000000  -0.439741  -0.000000  -0.000000  141.0000     0.5342
   21.400     0.000   1.527513   0.081426   0.059069   0.140496   0.000000  -0.000000  -0.440574  -0.000000  -0.000000  141.0000     0.5336
   21.500     0.000   1.526844   0.081554   0.060169   0.141722   0.000000  -0.000000  -0.440449  -0.000000  -0.000000  141.0000     0.5331
   21.600     0.000   1.530374   0.081901   0.060728   0.142629   0.000000   0.000000  -0.441363   0.000000  -0.000000  141.0000     0.5325
   21.700     0.000   1.533723   0.082275   0.061294   0.143569   0.000000  -0.000000  -0.442236   0.000000  -0.000000  141.0000     0.5319
   21.800     0.000   1.536900   0.082644   0.061879   0.144524   0.000000  -0.000000  -0.443069  -0.000000  -0.000000  141.0000     0.5313
   21.900     0.000   1.539862   0.082998   0.062493   0.145490   0.000000  -0.000000  -0.443853  -0.000000  -0.000000  141.0000     0.5307
   22.000     0.000   1.540387   0.083031   0.063422   0.146453   0.000000   0.000000  -0.443980  -0.000000  -0.000000  141.0000     0.5301
   22.100     0.000   1.543100   0.083356   0.064098   0.147454   0.000000   0.000000  -0.444736  -0.000000  -0.000000  141.0000     0.5296
   22.200     0.000   1.544846   0.083529   0.064868   0.148398   0.000000  -0.000000  -0.445154   0.000000   0.000000  141.0000     0.5289
   22.300     0.000   1.540577   0.083136   0.066511   0.149647   0.000000  -0.000000  -0.444172   0.000000   0.000000  141.0000     0.5286
   22.400     0.000   1.537844   0.083200   0.067981   0.151181   0.000000  -0.000000  -0.443799  -0.000000  -0.000000  141.0000     0.5286
   22.500     0.000   1.540313   0.083501   0.068706   0.152207   0.000000   0.000000  -0.444532   0.000000  -0.000000  141.0000     0.5282
   22.600     0.000   1.538370   0.083622   0.070069   0.153691   0.000000   0.000000  -0.444342  -0.000000  -0.000000  141.0000     0.5281
   22.700     0.000   1.541279   0.083939   0.070742   0.154681   0.000000   0.000000  -0.445187  -0.000000  -0.000000  141.0000     0.5276
   22.800     0.000   1.539272   0.084031   0.072117   0.156148   0.000000  -0.000000  -0.444978  -0.000000  -0.000000  141.0000     0.5276
   22.900     0.000   1.542522   0.084360   0.072744   0.157104   0.000000  -0.000000  -0.445910  -0.000000  -0.000000  141.0000     0.5270
   23.000     0.000   1.545608   0.084719   0.073378   0.158096   0.000000  -0.000000  -0.446805   0.000000  -0.000000  141.0000     0.5265
   23.100     0.000   1.548368   0.085047   0.074044   0.159091   0.000000  -0.000000  -0.447608   0.000000  -0.000000  141.0000     0.5260
   23.200     0.000   1.546595   0.085080   0.075388   0.160469   0.000000  -0.000000  -0.447433   0.000000  -0.000000  141.0000     0.5259
   23.300     0.000   1.549734   0.085397   0.076037   0.161435   0.000000   0.000000  -0.448357  -0.000000  -0.000000  141.0000     0.5254
   23.400     0.000   1.552755   0.085746   0.076699   0.162445   0.000000   0.000000  -0.449269  -0.000000  -0.000000  141.0000     0.5249
   23.500     0.000   1.555544   0.086089   0.077389   0.163478   0.000000   0.000000  -0.450132  -0.000000  -0.000000  141.0000     0.5244
   23.600     0.000   1.558012   0.086407   0.078127   0.164535   0.000000  -0.000000  -0.450926   0.000000  -0.000000  141.0000     0.5240
   23.700     0.000   1.557749   0.086344   0.079287   0.165631   0.000000  -0.000000  -0.451063  -0.000000  -0.000000  141.0000     0.5237


